order_purchase_timestamp,order_delivered_customer_date,delivery_time,review_score,category_clean
2018-05-03 10:55:03,2018-05-14 17:16:00,11,5,Luggage Accessories
2018-07-01 14:58:48,2018-07-05 21:04:53,4,5,Sports Leisure
2018-06-12 14:30:30,2018-06-20 18:52:34,8,4,Housewares
2018-05-29 15:18:22,2018-07-04 12:05:17,35,5,Office Furniture
2018-07-12 00:46:31,2018-07-23 16:18:47,11,3,Watches Gifts
2018-04-23 19:50:31,2018-04-30 17:48:44,6,4,Sports Leisure
2018-07-08 15:33:27,2018-07-12 23:08:29,4,5,Furniture Living Room
2018-07-16 20:35:18,2018-07-26 19:18:51,9,5,Computers Accessories
2018-04-19 00:00:45,2018-05-24 18:48:54,35,5,Furniture Decor
2018-06-19 13:26:42,2018-07-06 18:32:51,17,5,Auto
2018-04-11 12:14:40,2018-04-25 23:08:45,14,4,Bed Bath Table
2018-05-14 16:06:14,2018-06-12 22:42:47,29,1,Auto
2018-08-01 19:19:09,2018-08-07 21:13:53,6,5,Auto
2018-05-07 20:15:59,2018-05-15 00:51:52,7,1,Watches Gifts
2018-07-24 20:45:59,2018-07-26 16:22:03,1,5,Food
2018-07-24 20:45:59,2018-07-26 16:22:03,1,5,Food
2018-05-07 16:17:00,2018-05-15 17:48:45,8,5,Home Appliances
2018-07-09 17:33:20,2018-07-12 20:15:25,3,5,Bed Bath Table
2018-05-27 13:47:53,2018-06-13 19:41:17,17,5,Furniture Decor
2018-05-27 13:47:53,2018-06-13 19:41:17,17,5,Furniture Decor
2018-06-29 09:01:23,2018-07-04 19:24:47,5,5,Bed Bath Table
2018-07-25 22:53:40,2018-08-02 17:51:39,7,5,Perfumery
2018-05-04 14:46:10,2018-05-14 16:43:44,10,2,Home Appliances 2
2018-07-16 14:23:51,2018-08-13 13:21:55,27,1,Home Confort
2018-06-11 13:34:54,2018-06-13 19:59:46,2,4,Housewares
2018-05-29 19:12:11,2018-06-01 22:21:31,3,1,Music
2018-05-29 19:12:11,2018-06-01 22:21:31,3,1,Perfumery
2018-08-07 12:27:58,2018-08-23 18:22:49,16,5,Housewares
2018-08-01 10:27:42,2018-08-06 21:28:34,5,5,Health Beauty
2018-08-01 10:27:42,2018-08-06 21:28:34,5,5,Health Beauty
2018-06-14 11:12:15,2018-06-23 17:34:44,9,1,Bed Bath Table
2018-07-16 22:03:18,2018-07-25 19:15:31,8,5,Health Beauty
2018-07-17 13:40:35,2018-07-30 13:48:30,13,5,Baby
2018-05-17 16:37:14,2018-06-01 18:58:30,15,5,Auto
2018-05-22 05:26:37,2018-06-06 13:26:33,15,1,Health Beauty
2018-05-10 00:40:38,2018-05-14 19:31:36,4,5,Furniture Decor
2018-05-10 00:40:38,2018-05-14 19:31:36,4,5,Furniture Decor
2018-04-29 23:56:01,2018-06-14 21:28:41,45,3,Housewares
2018-07-22 11:46:23,2018-07-25 21:12:21,3,5,Auto
2018-04-25 21:35:14,2018-04-27 18:04:46,1,5,Watches Gifts
2018-06-30 19:54:29,2018-07-04 20:41:52,4,5,Consoles Games
2018-07-19 09:36:18,2018-08-01 19:19:03,13,5,Bed Bath Table
2018-06-12 15:58:39,2018-06-22 07:47:45,9,3,Housewares
2018-06-12 15:58:39,2018-06-22 07:47:45,9,3,Housewares
2018-06-12 15:58:39,2018-06-22 07:47:45,9,3,Housewares
2018-06-12 15:58:39,2018-06-22 07:47:45,9,3,Housewares
2018-06-12 15:58:39,2018-06-22 07:47:45,9,3,Housewares
2018-06-12 15:58:39,2018-06-22 07:47:45,9,3,Housewares
2018-08-09 17:38:44,2018-08-21 17:27:33,11,2,Bed Bath Table
2018-04-23 17:14:48,2018-04-27 20:53:37,4,5,Computers Accessories
2018-07-26 08:44:57,2018-08-02 22:02:54,7,5,Pet Shop
2018-07-26 08:44:57,2018-08-02 22:02:54,7,5,Pet Shop
2018-07-26 08:44:57,2018-08-02 22:02:54,7,5,Pet Shop
2018-05-03 20:48:44,2018-05-16 19:40:53,12,4,Housewares
2018-06-15 13:55:34,2018-06-21 22:51:08,6,5,Telephony
2018-06-27 17:56:47,2018-07-03 17:18:48,5,5,Sports Leisure
2018-06-27 17:56:47,2018-07-03 17:18:48,5,5,Sports Leisure
2018-07-23 15:53:16,2018-07-25 17:38:55,2,5,Fashion Bags Accessories
2018-08-22 16:31:45,2018-08-30 13:28:51,7,5,Garden Tools
2018-06-07 22:05:22,2018-06-15 23:32:27,8,5,Housewares
2018-08-14 18:04:59,2018-08-24 20:58:35,10,1,Furniture Living Room
2018-07-25 19:00:24,2018-07-30 18:07:56,4,5,Bed Bath Table
2018-05-16 23:00:54,2018-06-06 18:29:51,20,1,Auto
2018-05-16 23:00:54,2018-06-06 18:29:51,20,1,Auto
2018-08-20 10:52:36,2018-08-25 18:03:27,5,1,Health Beauty
2018-08-14 07:35:34,2018-08-15 20:21:42,1,3,Garden Tools
2018-05-03 01:31:49,2018-05-11 16:35:36,8,5,Housewares
2018-08-01 12:16:08,2018-08-08 21:42:36,7,5,Furniture Living Room
2018-04-11 07:55:20,2018-04-26 22:58:49,15,2,Bed Bath Table
2018-07-05 14:48:43,2018-07-13 16:04:43,8,5,Computers Accessories
2018-07-05 14:48:43,2018-07-13 16:04:43,8,5,Computers Accessories
2018-05-16 10:40:30,2018-05-22 02:22:50,5,4,Bed Bath Table
2018-05-16 10:40:30,2018-05-22 02:22:50,5,4,Bed Bath Table
2018-05-16 10:40:30,2018-05-22 02:22:50,5,4,Bed Bath Table
2018-07-23 18:15:53,2018-07-25 19:06:45,2,2,Luggage Accessories
2018-04-29 12:58:37,2018-05-07 19:50:35,8,5,Pet Shop
2018-08-19 17:20:11,2018-08-22 20:56:36,3,5,Health Beauty
2018-08-19 17:20:11,2018-08-22 20:56:36,3,5,Health Beauty
2018-08-19 17:20:11,2018-08-22 20:56:36,3,5,Health Beauty
2018-08-19 17:20:11,2018-08-22 20:56:36,3,5,Health Beauty
2018-08-19 17:20:11,2018-08-22 20:56:36,3,5,Health Beauty
2018-06-30 20:06:44,2018-07-13 14:59:42,12,5,Housewares
2018-06-05 17:18:36,2018-06-22 14:58:44,16,4,Fashion Bags Accessories
2018-06-21 22:14:25,2018-06-29 15:22:57,7,4,Toys
2018-05-15 17:40:40,2018-05-21 13:38:22,5,5,Furniture Decor
2018-05-15 17:40:40,2018-05-21 13:38:22,5,5,Furniture Decor
2018-07-19 11:07:26,2018-07-31 21:10:52,12,5,Watches Gifts
2018-07-20 12:25:50,2018-07-30 18:37:51,10,4,Stationery
2018-04-18 22:04:04,2018-05-15 02:08:46,26,5,Sports Leisure
2018-07-26 13:59:24,2018-07-30 18:08:01,4,5,Housewares
2018-07-05 14:49:56,2018-07-06 21:09:08,1,5,Health Beauty
2018-04-19 19:25:33,2018-04-26 23:11:41,7,5,Stationery
2018-05-07 13:03:38,2018-05-21 23:38:44,14,1,Health Beauty
2018-06-11 10:08:39,2018-06-19 18:18:49,8,5,Watches Gifts
2018-05-03 17:51:52,2018-05-05 10:56:27,1,1,Watches Gifts
2018-04-20 23:36:29,2018-05-07 20:58:50,16,3,Watches Gifts
2018-08-15 17:48:29,2018-08-21 23:13:34,6,5,Bed Bath Table
2018-05-09 21:07:30,2018-06-12 23:36:40,34,1,Watches Gifts
2018-05-16 09:50:30,2018-06-27 17:45:45,42,2,Bed Bath Table
2018-08-01 23:39:17,2018-08-07 09:36:39,5,5,Luggage Accessories
2018-07-15 13:52:04,2018-07-20 21:58:44,5,5,Health Beauty
2018-06-01 21:24:10,2018-06-20 23:34:43,19,5,Fashion Bags Accessories
2018-07-13 12:49:15,2018-07-24 18:36:31,11,5,Auto
2018-07-22 14:46:56,2018-07-26 18:46:42,4,2,Watches Gifts
2018-06-14 09:08:47,2018-06-26 16:36:44,12,3,Bed Bath Table
2018-05-16 19:30:19,2018-05-23 18:47:22,6,5,Computers Accessories
2018-05-16 19:30:19,2018-05-23 18:47:22,6,5,Computers Accessories
2018-05-12 10:20:03,2018-05-15 18:57:44,3,1,Health Beauty
2018-05-12 10:20:03,2018-05-15 18:57:44,3,1,Watches Gifts
2018-04-09 10:52:39,2018-04-16 17:51:35,7,1,Computers Accessories
2018-04-09 10:52:39,2018-04-16 17:51:35,7,1,Computers Accessories
2018-04-19 23:11:27,2018-04-27 20:22:02,7,3,Bed Bath Table
2018-06-29 11:28:18,2018-07-04 21:19:30,5,5,Computers Accessories
2018-06-29 17:34:17,2018-07-04 17:08:55,4,5,Auto
2018-06-20 11:08:14,2018-06-21 19:45:33,1,4,Computers Accessories
2018-06-20 11:08:14,2018-06-21 19:45:33,1,4,Computers Accessories
2018-07-31 23:30:17,2018-08-13 17:14:33,12,5,Watches Gifts
2018-08-07 23:19:16,2018-08-13 22:21:43,5,3,Auto
2018-04-15 03:35:34,2018-04-23 11:07:31,8,5,Computers Accessories
2018-04-26 12:41:29,2018-05-07 20:28:56,11,5,Auto
2018-08-22 22:53:19,2018-08-28 20:56:43,5,5,Bed Bath Table
2018-06-19 18:55:41,2018-06-23 17:34:27,3,5,Watches Gifts
2018-05-22 17:19:24,2018-05-25 18:44:49,3,5,Home Construction
2018-06-03 10:38:07,2018-06-07 21:28:50,4,1,Housewares
2018-06-03 10:38:07,2018-06-07 21:28:50,4,1,Housewares
2018-04-18 15:07:12,2018-04-27 23:02:51,9,4,Baby
2018-06-28 17:09:52,2018-07-09 20:33:39,11,5,Furniture Decor
2018-06-07 08:44:39,2018-06-21 12:45:31,14,5,Home Confort
2018-08-28 19:31:41,2018-08-30 23:18:35,2,5,Health Beauty
2018-08-28 19:31:41,2018-08-30 23:18:35,2,5,Health Beauty
2018-03-25 17:33:17,2018-05-03 15:46:14,38,1,Bed Bath Table
2018-03-25 17:33:17,2018-05-03 15:46:14,38,1,Bed Bath Table
2018-04-25 21:28:24,2018-05-02 13:56:36,6,3,Bed Bath Table
2018-04-26 11:29:36,2018-04-30 21:22:17,4,2,Housewares
2018-07-23 15:52:49,2018-07-27 22:14:32,4,1,Furniture Decor
2018-05-18 00:35:08,2018-05-22 21:05:48,4,2,Fashion Bags Accessories
2018-05-18 00:35:08,2018-05-22 21:05:48,4,2,Fashion Bags Accessories
2018-07-30 19:01:11,2018-08-01 20:14:32,2,4,Bed Bath Table
2018-07-30 19:01:11,2018-08-01 20:14:32,2,4,Bed Bath Table
2018-07-13 16:04:37,2018-07-23 19:31:49,10,5,Watches Gifts
2018-05-18 18:17:35,2018-06-09 00:38:42,21,2,Auto
2018-06-08 11:17:18,2018-06-22 16:12:29,14,5,Health Beauty
2018-08-02 14:50:44,2018-08-16 13:56:29,13,5,Telephony
2018-05-17 14:20:39,2018-05-22 19:16:43,5,1,Computers Accessories
2018-04-18 12:01:13,2018-05-15 21:34:42,27,4,Luggage Accessories
2018-06-14 15:12:21,2018-06-23 16:51:31,9,5,Watches Gifts
2018-05-18 18:35:01,2018-06-04 21:53:25,17,3,Consoles Games
2018-07-11 00:47:20,2018-07-20 16:46:34,9,5,Pet Shop
2018-04-24 17:17:25,2018-05-02 21:13:00,8,5,Bed Bath Table
2018-04-24 17:17:25,2018-05-02 21:13:00,8,5,Bed Bath Table
2018-07-24 13:43:20,2018-07-30 12:26:29,5,5,Furniture Decor
2018-08-07 21:22:51,2018-08-25 17:04:28,17,3,Computers Accessories
2018-08-14 00:20:52,2018-08-20 20:21:45,6,5,Bed Bath Table
2018-06-26 09:26:55,2018-06-29 21:22:47,3,5,Housewares
2018-08-13 16:15:03,2018-08-15 11:18:46,1,5,Sports Leisure
2018-08-22 18:20:05,2018-08-29 00:09:38,6,5,Computers Accessories
2018-05-29 09:50:51,2018-06-11 16:38:48,13,5,Bed Bath Table
2018-08-17 10:00:56,2018-08-20 14:36:39,3,5,Food
2018-08-17 10:00:56,2018-08-20 14:36:39,3,5,Food
2018-07-18 23:10:28,2018-07-24 21:46:39,5,3,Watches Gifts
2018-05-21 23:00:46,2018-06-07 16:24:32,16,5,Bed Bath Table
2018-08-24 09:45:52,2018-08-30 21:33:39,6,5,Construction Tools Safety
2018-06-21 17:24:55,2018-07-02 11:30:44,10,5,Bed Bath Table
2018-05-16 16:00:21,2018-05-21 12:21:53,4,5,Garden Tools
2018-08-02 22:00:40,2018-08-08 10:58:47,5,5,Auto
2018-08-02 22:00:40,2018-08-08 10:58:47,5,5,Auto
2018-06-29 18:44:37,2018-07-09 14:45:48,9,4,Telephony
2018-05-10 18:18:52,2018-05-22 23:24:32,12,5,Bed Bath Table
2018-05-23 18:31:30,2018-06-06 16:39:08,13,1,Perfumery
2018-08-09 16:22:59,2018-08-16 19:38:38,7,5,Furniture Decor
2018-05-22 11:13:31,2018-05-26 15:22:40,4,5,Furniture Decor
2018-06-28 19:12:35,2018-07-06 18:38:43,7,5,Auto
2018-08-19 07:40:32,2018-08-25 17:58:44,6,5,Watches Gifts
2018-07-23 22:18:51,2018-07-30 17:21:44,6,5,Housewares
2018-07-23 22:18:51,2018-07-30 17:21:44,6,5,Home Construction
2018-07-23 22:18:51,2018-07-30 17:21:44,6,5,Housewares
2018-04-29 18:20:39,2018-06-05 22:38:34,37,1,Auto
2018-07-04 10:59:51,2018-07-24 16:51:44,20,5,Bed Bath Table
2018-03-18 18:21:20,2018-03-28 20:34:35,10,5,Sports Leisure
2018-04-17 22:29:03,2018-05-09 00:04:14,21,5,Watches Gifts
2018-06-18 21:21:57,2018-06-27 14:22:51,8,3,Sports Leisure
2018-06-12 01:06:41,2018-06-21 00:50:44,8,1,Bed Bath Table
2018-05-15 13:37:27,2018-06-08 16:08:44,24,1,Baby
2018-04-17 22:36:19,2018-05-03 19:53:37,15,4,Electronics
2018-04-17 22:36:19,2018-05-03 19:53:37,15,4,Electronics
2018-04-28 21:01:16,2018-05-16 20:51:32,17,4,Cool Stuff
2018-05-22 11:20:15,2018-05-24 16:12:15,2,3,Auto
2018-06-21 17:53:24,2018-07-04 17:49:31,12,5,Baby
2018-06-04 21:49:36,2018-06-11 16:18:38,6,4,Home Appliances
2018-06-06 10:54:03,2018-06-19 19:21:49,13,5,Bed Bath Table
2018-08-13 23:27:40,2018-08-20 20:41:41,6,5,Perfumery
2018-06-18 08:54:45,2018-06-28 22:04:38,10,5,Consoles Games
2018-06-14 11:03:21,2018-06-26 14:37:29,12,5,Construction Tools Safety
2018-06-11 03:26:45,2018-06-20 21:50:43,9,4,Construction Tools Construction
2018-08-10 00:34:22,2018-08-17 17:51:28,7,5,Furniture Bedroom
2018-07-17 09:38:48,2018-07-24 21:42:37,7,1,Pet Shop
2018-08-02 12:07:25,2018-08-08 21:05:53,6,5,Baby
2018-07-08 09:17:59,2018-07-31 10:51:58,23,5,Sports Leisure
2018-07-28 10:21:55,2018-08-14 19:02:46,17,3,Agro Industry And Commerce
2018-07-04 10:52:31,2018-07-12 16:04:35,8,5,Computers Accessories
2018-05-21 19:48:55,2018-06-02 18:36:51,11,1,Home Appliances
2018-07-22 16:09:08,2018-07-26 17:18:34,4,5,Telephony
2018-04-15 23:35:17,2018-04-23 17:07:31,7,5,Telephony
2018-04-15 23:35:17,2018-04-23 17:07:31,7,5,Telephony
2018-06-18 11:12:41,2018-06-27 14:42:23,9,5,Health Beauty
2018-05-16 08:41:13,2018-06-07 20:48:31,22,3,Toys
2018-07-13 13:03:16,2018-07-23 16:38:56,10,4,Stationery
2018-05-09 17:30:35,2018-05-29 15:46:42,19,5,Watches Gifts
2018-08-23 10:23:31,2018-08-29 18:21:11,6,1,Cool Stuff
2018-05-10 11:31:11,2018-05-24 18:15:20,14,5,Computers Accessories
2018-05-03 23:51:46,2018-05-09 20:18:25,5,5,Auto
2018-04-22 15:59:16,2018-05-15 11:28:40,22,4,Furniture Decor
2018-04-23 12:38:56,2018-04-30 21:34:25,7,1,Bed Bath Table
2018-04-23 12:38:56,2018-04-30 21:34:25,7,1,Bed Bath Table
2018-05-03 17:57:35,2018-05-14 14:42:50,10,1,Drinks
2018-05-03 17:57:35,2018-05-14 14:42:50,10,1,Drinks
2018-05-20 21:56:14,2018-05-23 17:32:04,2,5,Home Appliances
2018-05-05 12:02:10,2018-05-11 18:09:32,6,5,Health Beauty
2018-04-30 11:01:18,2018-05-08 23:44:40,8,4,Food
2018-06-16 22:22:46,2018-06-28 21:39:02,11,1,Computers Accessories
2018-04-18 09:13:46,2018-05-04 00:22:55,15,4,Pet Shop
2018-06-26 09:10:21,2018-07-09 14:12:36,13,1,Housewares
2018-05-09 10:54:34,2018-05-18 13:23:47,9,1,Toys
2018-05-01 22:43:44,2018-05-15 20:49:11,13,5,Garden Tools
2018-08-07 10:19:28,2018-08-13 19:19:36,6,3,Housewares
2018-08-05 09:35:33,2018-08-11 16:38:43,6,5,Sports Leisure
2018-05-22 17:57:02,2018-05-24 15:05:41,1,5,Health Beauty
2018-07-17 23:29:45,2018-07-30 10:51:43,12,5,Bed Bath Table
2018-04-18 12:46:02,2018-05-09 19:42:52,21,3,Computers Accessories
2018-08-06 22:08:05,2018-08-10 21:32:52,3,5,Musical Instruments
2018-08-25 17:37:28,2018-08-28 16:03:38,2,5,Air Conditioning
2018-08-03 18:18:35,2018-08-17 22:11:17,14,5,Watches Gifts
2018-07-29 23:26:09,2018-08-02 19:48:37,3,5,Bed Bath Table
2018-06-21 20:27:51,2018-07-04 19:04:37,12,5,Furniture Decor
2018-08-27 15:21:15,2018-08-29 21:41:42,2,5,Sports Leisure
2018-06-25 12:37:20,2018-07-03 18:38:46,8,5,Electronics
2018-06-27 10:16:22,2018-06-28 17:51:42,1,4,Food
2018-06-28 15:55:43,2018-06-30 14:07:13,1,5,Sports Leisure
2018-06-01 09:38:06,2018-06-08 00:26:48,6,1,Sports Leisure
2018-07-23 15:22:30,2018-07-30 18:22:53,7,4,Electronics
2018-06-26 18:03:15,2018-06-29 16:44:51,2,5,Toys
2018-05-07 18:23:49,2018-05-16 14:13:06,8,5,Fashion Shoes
2018-01-02 21:41:45,2018-01-09 19:58:12,6,4,Electronics
2018-08-18 16:29:53,2018-08-21 16:32:46,3,5,Sports Leisure
2018-08-03 00:45:12,2018-08-16 17:24:57,13,5,Housewares
2018-05-13 00:44:12,2018-06-05 15:51:39,23,3,Watches Gifts
2018-08-14 16:22:27,2018-08-24 16:41:47,10,5,Perfumery
2018-08-14 16:22:27,2018-08-24 16:41:47,10,5,Health Beauty
2018-07-31 13:27:22,2018-08-09 20:09:43,9,5,Auto
2018-05-18 13:35:18,2018-05-24 17:27:21,6,5,Garden Tools
2018-05-18 13:35:18,2018-05-24 17:27:21,6,5,Garden Tools
2018-07-14 14:47:19,2018-07-25 18:20:27,11,5,Garden Tools
2018-07-07 18:03:15,2018-07-11 14:51:02,3,5,Furniture Decor
2018-08-15 17:15:46,2018-08-17 21:47:48,2,5,Stationery
2018-08-03 08:37:38,2018-08-13 19:21:08,10,1,Telephony
2018-08-11 15:18:51,2018-08-23 18:09:45,12,5,Furniture Decor
2018-08-11 15:18:51,2018-08-23 18:09:45,12,5,Furniture Decor
2018-06-20 18:08:56,2018-06-29 17:02:58,8,1,Computers Accessories
2018-06-20 18:08:56,2018-06-29 17:02:58,8,1,Computers Accessories
2018-06-20 18:08:56,2018-06-29 17:02:58,8,1,Computers Accessories
2018-04-10 00:09:42,2018-04-26 19:21:58,16,4,Luggage Accessories
2018-07-26 10:26:23,2018-08-06 12:19:05,11,5,Pet Shop
2018-05-08 23:57:25,2018-05-11 18:48:31,2,5,Sports Leisure
2018-05-15 13:01:12,2018-05-18 16:44:32,3,5,Telephony
2018-08-01 20:25:41,2018-08-10 17:41:55,8,5,Telephony
2018-07-03 12:56:35,2018-07-09 23:04:42,6,5,Sports Leisure
2018-08-09 16:16:21,2018-08-15 13:34:50,5,5,Auto
2018-06-11 19:56:03,2018-06-28 20:09:42,17,1,Sports Leisure
2018-07-07 14:28:19,2018-07-20 18:51:57,13,4,Bed Bath Table
2018-07-20 06:28:21,2018-07-26 20:32:56,6,4,Telephony
2018-05-16 14:42:26,2018-05-21 22:08:31,5,5,Health Beauty
2018-08-14 19:59:07,2018-08-23 01:27:43,8,5,Construction Tools Construction
2018-07-23 17:18:12,2018-07-31 01:06:41,7,1,Health Beauty
2018-03-30 13:45:09,2018-05-12 15:48:40,43,1,Bed Bath Table
2018-03-30 13:45:09,2018-05-12 15:48:40,43,1,Bed Bath Table
2018-06-07 17:08:07,2018-06-15 21:14:41,8,4,Bed Bath Table
2018-05-18 18:52:53,2018-06-04 21:16:48,17,5,Health Beauty
2018-05-02 12:35:16,2018-05-04 17:08:39,2,4,Auto
2018-08-02 18:14:03,2018-08-14 22:21:25,12,5,Bed Bath Table
2018-07-06 20:49:46,2018-07-16 14:33:17,9,1,Auto
2018-08-09 12:04:05,2018-08-17 19:20:56,8,5,Computers Accessories
2018-05-22 21:44:43,2018-05-25 13:44:37,2,4,Construction Tools Lights
2018-07-03 12:31:00,2018-07-05 21:58:31,2,3,Health Beauty
2018-08-11 20:29:39,2018-08-22 12:05:26,10,1,Computers Accessories
2018-08-11 20:29:39,2018-08-22 12:05:26,10,1,Computers Accessories
2018-06-07 09:12:28,2018-06-19 20:22:22,12,1,Housewares
2018-06-07 09:12:28,2018-06-19 20:22:22,12,1,Furniture Decor
2018-05-14 00:33:06,2018-06-04 16:52:25,21,5,Telephony
2018-08-01 18:43:21,2018-08-21 13:21:11,19,4,Office Furniture
2018-08-10 19:28:03,2018-08-30 17:58:51,19,5,Bed Bath Table
2018-06-03 16:35:41,2018-06-08 18:20:15,5,5,Sports Leisure
2018-06-08 12:11:33,2018-06-15 14:28:41,7,5,Bed Bath Table
2018-05-18 14:38:28,2018-05-23 19:44:23,5,5,Electronics
2018-06-29 15:31:49,2018-07-05 18:45:26,6,4,Cool Stuff
2018-08-03 17:04:13,2018-08-07 15:32:09,3,5,Electronics
2018-04-26 13:47:17,2018-05-04 17:58:45,8,5,Housewares
2018-07-24 15:30:38,2018-07-30 21:08:35,6,5,Housewares
2018-08-15 06:58:44,2018-08-27 21:18:38,12,1,Computers Accessories
2018-08-28 20:49:17,2018-08-30 21:51:51,2,5,Office Furniture
2018-06-11 00:23:42,2018-06-15 19:38:36,4,1,Furniture Decor
2018-06-11 00:23:42,2018-06-15 19:38:36,4,1,Furniture Bedroom
2018-06-04 10:23:37,2018-06-20 12:38:33,16,5,Health Beauty
2018-05-13 23:35:58,2018-05-16 01:46:39,2,5,Electronics
2018-04-20 11:30:06,2018-05-09 23:38:24,19,5,Cds Dvds Musicals
2018-07-23 15:13:14,2018-07-30 23:32:26,7,1,Cool Stuff
2018-05-14 10:44:19,2018-05-21 15:41:47,7,1,Watches Gifts
2018-05-14 10:44:19,2018-05-21 15:41:47,7,1,Watches Gifts
2018-03-29 22:53:27,2018-05-15 18:49:01,46,1,Auto
2018-05-07 20:24:15,2018-05-26 00:38:21,18,1,Office Furniture
2018-05-07 20:24:15,2018-05-26 00:38:21,18,1,Office Furniture
2018-04-13 09:43:51,2018-04-24 20:26:54,11,5,Housewares
2018-05-21 10:36:48,2018-05-24 21:33:23,3,4,Housewares
2018-07-06 08:26:54,2018-07-12 19:52:24,6,5,Kitchen Dining Laundry Garden Furniture
2018-07-27 11:21:46,2018-08-01 19:54:51,5,5,Computers Accessories
2018-07-13 15:52:07,2018-07-26 19:36:32,13,3,Watches Gifts
2018-07-17 16:22:32,2018-07-20 16:38:41,3,5,Sports Leisure
2018-08-27 14:21:30,2018-08-29 18:44:39,2,5,Housewares
2018-07-24 16:15:19,2018-08-04 10:54:56,10,5,Health Beauty
2018-07-24 16:15:19,2018-08-04 10:54:56,10,5,Health Beauty
2018-06-07 06:00:58,2018-06-15 22:31:59,8,4,Construction Tools Construction
2018-07-08 11:38:41,2018-07-13 21:04:04,5,5,Health Beauty
2018-08-14 17:42:27,2018-08-22 23:59:23,8,5,Cool Stuff
2018-07-13 19:45:38,2018-07-26 18:08:34,12,1,Furniture Living Room
2018-07-21 20:09:58,2018-07-30 17:40:41,8,5,Health Beauty
2018-05-09 13:51:53,2018-05-25 14:37:25,16,5,Computers Accessories
2018-05-13 22:58:20,2018-05-23 14:14:37,9,5,Watches Gifts
2018-07-30 11:18:17,2018-08-17 14:24:35,18,4,Housewares
2018-07-02 16:30:35,2018-07-10 11:47:27,7,5,Auto
2018-05-08 19:54:47,2018-05-24 13:58:47,15,5,Health Beauty
2018-06-06 00:42:24,2018-06-18 12:32:16,12,5,Home Appliances
2018-05-21 08:13:46,2018-06-05 15:42:55,15,5,Sports Leisure
2018-06-05 16:09:34,2018-07-03 18:02:18,28,1,Health Beauty
2018-06-05 16:09:34,2018-07-03 18:02:18,28,1,Health Beauty
2018-06-05 16:09:34,2018-07-03 18:02:18,28,1,Health Beauty
2018-06-05 16:09:34,2018-07-03 18:02:18,28,1,Health Beauty
2018-04-30 17:22:04,2018-05-04 12:51:05,3,5,Watches Gifts
2018-06-20 14:16:20,2018-06-27 13:18:47,6,5,Housewares
2018-06-20 14:16:20,2018-06-27 13:18:47,6,5,Housewares
2018-06-20 14:16:20,2018-06-27 13:18:47,6,5,Housewares
2018-07-18 01:31:21,2018-07-25 20:51:03,7,5,Perfumery
2018-07-16 10:27:29,2018-07-23 23:10:39,7,5,Toys
2018-04-16 11:57:42,2018-04-30 22:38:37,14,3,Garden Tools
2018-04-24 09:30:56,2018-05-02 15:18:32,8,4,Computers Accessories
2018-05-06 23:00:21,2018-05-10 22:08:48,3,5,Computers Accessories
2018-05-04 04:21:54,2018-05-11 21:14:46,7,5,Bed Bath Table
2018-08-08 06:32:12,2018-08-22 01:22:31,13,5,Baby
2018-08-10 15:42:03,2018-08-16 13:03:17,5,5,Bed Bath Table
2018-06-19 12:10:13,2018-07-05 06:03:34,15,3,Housewares
2018-08-11 14:45:17,2018-08-24 18:09:46,13,5,Furniture Decor
2018-08-02 12:07:26,2018-08-06 16:44:49,4,5,Fashion Bags Accessories
2018-06-06 00:13:43,2018-06-15 13:13:03,9,3,Fashion Bags Accessories
2018-07-03 09:44:18,2018-07-12 16:51:29,9,3,Kitchen Dining Laundry Garden Furniture
2018-07-30 16:32:00,2018-08-04 12:04:59,4,5,Watches Gifts
2018-07-20 00:04:41,2018-07-31 15:07:39,11,5,Fashion Bags Accessories
2018-04-17 14:49:59,2018-05-04 16:36:37,17,5,Telephony
2018-04-17 14:49:59,2018-05-04 16:36:37,17,5,Telephony
2018-08-09 00:07:36,2018-08-14 23:12:04,5,5,Housewares
2018-04-21 09:43:04,2018-04-28 15:03:18,7,1,Health Beauty
2018-08-16 23:17:20,2018-08-23 16:48:29,6,1,Health Beauty
2018-07-10 11:55:36,2018-07-17 02:41:54,6,5,Musical Instruments
2018-07-03 10:30:52,2018-07-04 22:42:41,1,5,Construction Tools Construction
2018-05-03 12:37:17,2018-05-09 15:12:03,6,5,Watches Gifts
2018-06-11 22:06:34,2018-06-21 13:36:46,9,5,Electronics
2018-05-05 16:10:01,2018-05-10 23:42:30,5,5,Perfumery
2018-01-05 00:04:11,2018-01-15 21:28:47,10,5,Perfumery
2018-05-10 09:31:46,2018-05-19 13:52:01,9,4,Watches Gifts
2018-04-26 14:10:07,2018-05-07 20:24:57,11,5,Watches Gifts
2018-07-17 11:25:12,2018-07-20 19:04:23,3,1,Computers Accessories
2018-06-18 09:30:44,2018-06-22 18:26:51,4,5,Industry Commerce And Business
2018-08-08 12:58:54,2018-08-15 16:43:36,7,5,Watches Gifts
2018-07-22 12:36:44,2018-08-01 19:56:42,10,5,Watches Gifts
2018-08-13 07:44:15,2018-08-14 13:31:10,1,5,Watches Gifts
2018-06-10 22:58:41,2018-06-15 12:38:39,4,2,Bed Bath Table
2018-06-10 22:58:41,2018-06-15 12:38:39,4,2,Bed Bath Table
2018-07-18 13:25:22,2018-08-06 17:36:44,19,4,Health Beauty
